,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
524,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Pedro Munhoz,Brett Johns,Bantamweight,Pedro Munhoz,U-DEC,3
525,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Ricky Simon,Montel Jackson,Bantamweight,Ricky Simon,U-DEC,3
526,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Ricardo Ramos,Kyung Ho Kang,Bantamweight,Ricardo Ramos,S-DEC,3
527,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Sheymon Moraes,Matt Sayles,Featherweight,Sheymon Moraes,U-DEC,3
528,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Alex Perez,Jose Torres,Flyweight,Alex Perez,KO/TKOPunches,1
529,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Weili Zhang,Danielle Taylor,Women's Strawweight,Weili Zhang,U-DEC,3
530,UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,Marlon Vera,Wuliji Buren,Bantamweight,Marlon Vera,KO/TKOPunch,2
531,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Dustin Poirier,Eddie Alvarez,Lightweight,Dustin Poirier,KO/TKOPunches,2
532,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Jose Aldo,Jeremy Stephens,Featherweight,Jose Aldo,KO/TKOPunches,1
533,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Joanna Jedrzejczyk,Tecia Torres,Women's Strawweight,Joanna Jedrzejczyk,U-DEC,3
534,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Alexander Hernandez,Olivier Aubin-Mercier,Lightweight,Alexander Hernandez,U-DEC,3
535,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Jordan Mein,Alex Morono,Welterweight,Jordan Mein,U-DEC,3
536,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Hakeem Dawodu,Austin Arnett,Featherweight,Hakeem Dawodu,U-DEC,3
537,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Islam Makhachev,Kajan Johnson,Lightweight,Islam Makhachev,SUBArmbar,1
538,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Ion Cutelaba,Gadzhimurad Antigulov,Light Heavyweight,Ion Cutelaba,KO/TKOElbows,1
539,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,John Makdessi,Ross Pearson,Lightweight,John Makdessi,U-DEC,3
540,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Katlyn Chookagian,Alexis Davis,Women's Flyweight,Katlyn Chookagian,U-DEC,3
541,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Dustin Ortiz,Matheus Nicolau,Flyweight,Dustin Ortiz,KO/TKOKick,1
542,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Nina Ansaroff,Randa Markos,Women's Strawweight,Nina Ansaroff,U-DEC,3
543,UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,Devin Powell,Alvaro Herrera,Lightweight,Devin Powell,KO/TKOKicks,1
544,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Anthony Smith,Mauricio Rua,Light Heavyweight,Anthony Smith,KO/TKOPunches,1
545,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Corey Anderson,Glover Teixeira,Light Heavyweight,Corey Anderson,U-DEC,3
546,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Abu Azaitar,Vitor Miranda,Middleweight,Abu Azaitar,U-DEC,3
547,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Marcin Tybura,Stefan Struve,Heavyweight,Marcin Tybura,U-DEC,3
548,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Danny Roberts,David Zawada,Welterweight,Danny Roberts,S-DEC,3
549,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Nasrat Haqparast,Marc Diakiese,Lightweight,Nasrat Haqparast,U-DEC,3
550,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Damir Hadzovic,Nick Hein,Lightweight,Damir Hadzovic,S-DEC,3
551,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Bartosz Fabinski,Emil Meek,Welterweight,Bartosz Fabinski,U-DEC,3
552,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Nad Narimani,Khalid Taha,Featherweight,Nad Narimani,U-DEC,3
553,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Aleksandar Rakic,Justin Ledet,Light Heavyweight,Aleksandar Rakic,U-DEC,3
554,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Manny Bermudez,Davey Grant,Bantamweight,Manny Bermudez,SUBTriangle Choke,1
555,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Darko Stosic,Jeremy Kimball,Light Heavyweight,Darko Stosic,KO/TKOElbows,1
556,UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,Liu Pingyuan,Damian Stasiak,Bantamweight,Liu Pingyuan,U-DEC,3
557,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Junior Dos Santos,Blagoy Ivanov,Heavyweight,Junior Dos Santos,U-DEC,5
558,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Sage Northcutt,Zak Ottow,Welterweight,Sage Northcutt,KO/TKOPunch,2
559,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Rick Glenn,Dennis Bermudez,Featherweight,Rick Glenn,S-DEC,3
560,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Niko Price,Randy Brown,Welterweight,Niko Price,KO/TKOPunch,2
561,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Chad Mendes,Myles Jury,Featherweight,Chad Mendes,KO/TKOPunch,1
562,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Cat Zingano,Marion Reneau,Women's Bantamweight,Cat Zingano,U-DEC,3
563,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Alejandro Perez,Eddie Wineland,Bantamweight,Alejandro Perez,U-DEC,3
564,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Alexander Volkanovski,Darren Elkins,Featherweight,Alexander Volkanovski,U-DEC,3
565,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Said Nurmagomedov,Justin Scoggins,Flyweight,Said Nurmagomedov,S-DEC,3
566,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Raoni Barcelos,Kurt Holobaugh,Featherweight,Raoni Barcelos,KO/TKOPunch,3
567,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Liz Carmouche,Jennifer Maia,Women's Flyweight,Liz Carmouche,U-DEC,3
568,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Mark De La Rosa,Elias Garcia,Flyweight,Mark De La Rosa,SUBRear Naked Choke,2
569,UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,Jessica Aguilar,Jodie Esquibel,Women's Strawweight,Jessica Aguilar,U-DEC,3
570,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Daniel Cormier,Stipe Miocic,Heavyweight,Daniel Cormier,KO/TKOPunches,1
571,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Derrick Lewis,Francis Ngannou,Heavyweight,Derrick Lewis,U-DEC,3
572,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Mike Perry,Paul Felder,Welterweight,Mike Perry,S-DEC,3
573,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Anthony Pettis,Michael Chiesa,Lightweight,Anthony Pettis,SUBTriangle Choke,2
574,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Khalil Rountree Jr.,Gokhan Saki,Light Heavyweight,Khalil Rountree Jr.,KO/TKOPunches,1
575,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Paulo Costa,Uriah Hall,Middleweight,Paulo Costa,KO/TKOPunches,2
576,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Raphael Assuncao,Rob Font,Bantamweight,Raphael Assuncao,U-DEC,3
577,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Drakkar Klose,Lando Vannata,Lightweight,Drakkar Klose,U-DEC,3
578,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Curtis Millender,Max Griffin,Welterweight,Curtis Millender,U-DEC,3
579,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Dan Hooker,Gilbert Burns,Lightweight,Dan Hooker,KO/TKOPunches,1
580,UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,Emily Whitmire,Jamie Moyle,Women's Strawweight,Emily Whitmire,U-DEC,3
581,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Israel Adesanya,Brad Tavares,Middleweight,Israel Adesanya,U-DEC,5
582,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Michael Trizano,Joe Giannetti,Lightweight,Michael Trizano,S-DEC,3
583,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Brad Katona,Jay Cucciniello,Featherweight,Brad Katona,U-DEC,3
584,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Alex Caceres,Martin Bravo,Featherweight,Alex Caceres,S-DEC,3
585,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Roxanne Modafferi,Barb Honchak,Women's Flyweight,Roxanne Modafferi,KO/TKOElbows,2
586,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Alessio Di Chirico,Julian Marquez,Middleweight,Alessio Di Chirico,S-DEC,3
587,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Montana De La Rosa,Rachael Ostovich,Women's Flyweight,Montana De La Rosa,SUBRear Naked Choke,3
588,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Luis Pena,Richie Smullen,Lightweight,Luis Pena,SUBGuillotine Choke,1
589,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,John Gunther,Allan Zuniga,Lightweight,John Gunther,M-DEC,3
590,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Bryce Mitchell,Tyler Diamond,Featherweight,Bryce Mitchell,M-DEC,3
591,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Steven Peterson,Matt Bessette,Featherweight,Steven Peterson,S-DEC,3
592,UFC - TUF 27 Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,Gerald Meerschaert,Oskar Piechota,Middleweight,Gerald Meerschaert,SUBRear Naked Choke,2
593,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Leon Edwards,Donald Cerrone,Welterweight,Leon Edwards,U-DEC,5
594,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Ovince Saint Preux,Tyson Pedro,Light Heavyweight,Ovince Saint Preux,SUBArmbar,1
595,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Jessica Eye,Jessica-Rose Clark,Women's Flyweight,Jessica Eye,U-DEC,3
596,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Li Jingliang,Daichi Abe,Welterweight,Li Jingliang,U-DEC,3
597,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Petr Yan,Teruto Ishihara,Bantamweight,Petr Yan,KO/TKOPunch,1
598,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Song Yadong,Felipe Arantes,Bantamweight,Song Yadong,KO/TKOElbow,2
599,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Shane Young,Rolando Dy,Featherweight,Shane Young,KO/TKOElbow,2
600,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Song Kenan,Hector Aldana,Welterweight,Song Kenan,KO/TKOPunch,2
601,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Jake Matthews,Shinsho Anzai,Welterweight,Jake Matthews,SUBRear Naked Choke,1
602,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Yan Xiaonan,Viviane Pereira,Women's Strawweight,Yan Xiaonan,U-DEC,3
603,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Matt Schnell,Naoki Inoue,Flyweight,Matt Schnell,S-DEC,3
604,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Ulka Sasaki,Jenel Lausa,Flyweight,Ulka Sasaki,SUBRear Naked Choke,2
605,UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,Ji Yeon Kim,Melinda Fabian,Women's Flyweight,Ji Yeon Kim,S-DEC,3
606,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Robert Whittaker,Yoel Romero,Middleweight,Robert Whittaker,S-DEC,5
607,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Colby Covington,Rafael Dos Anjos,Welterweight,Colby Covington,U-DEC,5
608,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Holly Holm,Megan Anderson,Women's Featherweight,Holly Holm,U-DEC,3
609,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Tai Tuivasa,Andrei Arlovski,Heavyweight,Tai Tuivasa,U-DEC,3
610,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Mike Jackson,CM Punk,Welterweight,Mike Jackson,U-DEC,3
611,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Curtis Blaydes,Alistair Overeem,Heavyweight,Curtis Blaydes,KO/TKOElbows,3
612,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Claudia Gadelha,Carla Esparza,Women's Strawweight,Claudia Gadelha,S-DEC,3
613,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Mirsad Bektic,Ricardo Lamas,Featherweight,Mirsad Bektic,S-DEC,3
614,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Chris de la Rocha,Rashad Coulter,Heavyweight,Chris de la Rocha,KO/TKOPunches,2
615,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Anthony Smith,Rashad Evans,Light Heavyweight,Anthony Smith,KO/TKOKnee,1
616,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Sergio Pettis,Joseph Benavidez,Flyweight,Sergio Pettis,S-DEC,3
617,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Charles Oliveira,Clay Guida,Lightweight,Charles Oliveira,SUBGuillotine Choke,1
618,UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,Dan Ige,Mike Santiago,Featherweight,Dan Ige,KO/TKOPunches,1
619,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Marlon Moraes,Jimmie Rivera,Bantamweight,Marlon Moraes,KO/TKOKick,1
620,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Gregor Gillespie,Vinc Pichel,Lightweight,Gregor Gillespie,SUBArm Triangle,2
621,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Walt Harris,Daniel Spitz,Heavyweight,Walt Harris,KO/TKOPunches,2
622,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Ben Saunders,Jake Ellenberger,Welterweight,Ben Saunders,KO/TKOKnee,1
623,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Julio Arce,Daniel Teymur,Featherweight,Julio Arce,SUBRear Naked Choke,3
624,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Sam Alvey,Gian Villante,Light Heavyweight,Sam Alvey,S-DEC,3
625,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Sijara Eubanks,Lauren Murphy,Women's Flyweight,Sijara Eubanks,U-DEC,3
626,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,David Teymur,Nik Lentz,Lightweight,David Teymur,U-DEC,3
627,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Belal Muhammad,Chance Rencountre,Welterweight,Belal Muhammad,U-DEC,3
628,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Desmond Green,Gleison Tibau,Lightweight,Desmond Green,U-DEC,3
629,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Nathaniel Wood,Johnny Eduardo,Bantamweight,Nathaniel Wood,SUBD'Arce Choke,2
630,UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,Jose Torres,Jarred Brooks,Flyweight,Jose Torres,KO/TKOPunches,2
631,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Darren Till,Stephen Thompson,Welterweight,Darren Till,U-DEC,5
632,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Neil Magny,Craig White,Welterweight,Neil Magny,KO/TKOKnee,1
633,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Arnold Allen,Mads Burnell,Featherweight,Arnold Allen,SUBOther - Choke,3
634,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Makwan Amirkhani,Jason Knight,Featherweight,Makwan Amirkhani,S-DEC,3
635,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Claudio Silva,Nordine Taleb,Welterweight,Claudio Silva,SUBRear Naked Choke,1
636,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Darren Stewart,Eric Spicely,Middleweight,Darren Stewart,KO/TKOPunch,2
637,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Tom Breese,Daniel Kelly,Middleweight,Tom Breese,KO/TKOPunch,1
638,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Lina Lansberg,Gina Mazany,Women's Bantamweight,Lina Lansberg,U-DEC,3
639,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Carlo Pedersoli,Bradley Scott,Welterweight,Carlo Pedersoli,S-DEC,3
640,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Gillian Robertson,Molly McCann,Women's Flyweight,Gillian Robertson,SUBRear Naked Choke,2
641,UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,Elias Theodorou,Trevor Smith,Middleweight,Elias Theodorou,U-DEC,3
642,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Kamaru Usman,Demian Maia,Welterweight,Kamaru Usman,U-DEC,5
643,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Tatiana Suarez,Alexa Grasso,Women's Strawweight,Tatiana Suarez,SUBRear Naked Choke,1
644,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Dominick Reyes,Jared Cannonier,Light Heavyweight,Dominick Reyes,KO/TKOPunch,1
645,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Guido Cannetti,Diego Rivas,Bantamweight,Guido Cannetti,U-DEC,3
646,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Andrea Lee,Veronica Macedo,Women's Flyweight,Andrea Lee,U-DEC,3
647,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Vicente Luque,Chad Laprise,Welterweight,Vicente Luque,KO/TKOPunch,1
648,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Michel Prazeres,Zak Cummings,Welterweight,Michel Prazeres,S-DEC,3
649,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Alexandre Pantoja,Brandon Moreno,Flyweight,Alexandre Pantoja,U-DEC,3
650,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Poliana Botelho,Syuri Kondo,Women's Strawweight,Poliana Botelho,KO/TKOKick,1
651,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Gabriel Benitez,Humberto Bandenay,Featherweight,Gabriel Benitez,KO/TKOSlam,1
652,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Enrique Barzola,Brandon Davis,Featherweight,Enrique Barzola,U-DEC,3
653,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Frankie Saenz,Henry Briones,Bantamweight,Frankie Saenz,U-DEC,3
654,UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,Claudio Puelles,Felipe Silva,Lightweight,Claudio Puelles,SUBKneebar,3
655,UFC 224: Nunes vs. Pennington,http://ufcstats.com/event-details/67ec58d7cf599835,Amanda Nunes,Raquel Pennington,Women's Bantamweight,Amanda Nunes,KO/TKOPunches,5
656,UFC 224: Nunes vs. Pennington,http://ufcstats.com/event-details/67ec58d7cf599835,Kelvin Gastelum,Jacare Souza,Middleweight,Kelvin Gastelum,S-DEC,3
657,UFC 224: Nunes vs. Pennington,http://ufcstats.com/event-details/67ec58d7cf599835,Mackenzie Dern,Amanda Cooper,Women's Strawweight,Mackenzie Dern,SUBRear Naked Choke,1
