,fight_card,fight_card_url,fighter1,fighter2,weight_class,winner,method,round
151,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Weili Zhang,Joanna Jedrzejczyk,Women's Strawweight,Weili Zhang,S-DEC,5
152,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Beneil Dariush,Drakkar Klose,Lightweight,Beneil Dariush,KO/TKOPunch,2
153,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Neil Magny,Jingliang Li,Welterweight,Neil Magny,U-DEC,3
154,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Alex Oliveira,Max Griffin,Welterweight,Alex Oliveira,S-DEC,3
155,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Sean O'Malley,Jose Quinonez,Bantamweight,Sean O'Malley,KO/TKOPunches,1
156,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Mark Madsen,Austin Hubbard,Lightweight,Mark Madsen,U-DEC,3
157,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Rodolfo Vieira,Saparbeg Safarov,Middleweight,Rodolfo Vieira,SUBArm Triangle,1
158,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Gerald Meerschaert,Deron Winn,Middleweight,Gerald Meerschaert,SUBRear Naked Choke,3
159,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Giga Chikadze,Jamall Emmers,Featherweight,Giga Chikadze,S-DEC,3
160,UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,Danaa Batgerel,Guido Cannetti,Bantamweight,Danaa Batgerel,KO/TKOPunch,1
161,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Deiveson Figueiredo,Joseph Benavidez,Flyweight,Deiveson Figueiredo,KO/TKOPunch,2
162,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Felicia Spencer,Zarah Fairn,Women's Featherweight,Felicia Spencer,KO/TKOPunches,1
163,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Magomed Ankalaev,Ion Cutelaba,Light Heavyweight,Magomed Ankalaev,KO/TKOPunches,1
164,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Megan Anderson,Norma Dumont,Women's Featherweight,Megan Anderson,KO/TKOPunch,1
165,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Grant Dawson,Darrick Minner,Featherweight,Grant Dawson,SUBRear Naked Choke,2
166,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Kyler Phillips,Gabriel Silva,Bantamweight,Kyler Phillips,U-DEC,3
167,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Brendan Allen,Tom Breese,Middleweight,Brendan Allen,KO/TKOPunches,1
168,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Marcin Tybura,Serghei Spivac,Heavyweight,Marcin Tybura,U-DEC,3
169,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Luis Pena,Steve Garcia,Lightweight,Luis Pena,U-DEC,3
170,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Jordan Griffin,TJ Brown,Featherweight,Jordan Griffin,SUBGuillotine Choke,2
171,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Spike Carlyle,Aalon Cruz,Featherweight,Spike Carlyle,KO/TKOPunches,1
172,UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,Sean Brady,Ismail Naurdiev,Welterweight,Sean Brady,U-DEC,3
173,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Dan Hooker,Paul Felder,Lightweight,Dan Hooker,S-DEC,5
174,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Jimmy Crute,Michal Oleksiejczuk,Light Heavyweight,Jimmy Crute,SUBKimura,1
175,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Karolina Kowalkiewicz,Xiaonan Yan,Women's Strawweight,Xiaonan Yan,U-DEC,3
176,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Ben Sosoli,Marcos Rogerio de Lima,Heavyweight,Marcos Rogerio de Lima,KO/TKOPunch,1
177,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Magomed Mustafaev,Brad Riddell,Lightweight,Brad Riddell,S-DEC,3
178,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Kevin Aguilar,Zubaira Tukhugov,Featherweight,Zubaira Tukhugov,KO/TKOPunches,1
179,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Josh Culibao,Jalin Turner,Lightweight,Jalin Turner,KO/TKOPunches,2
180,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Emil Meek,Jake Matthews,Welterweight,Jake Matthews,U-DEC,3
181,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Callan Potter,Kenan Song,Welterweight,Kenan Song,KO/TKOPunch,1
182,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Tyson Nam,Kai Kara-France,Flyweight,Kai Kara-France,U-DEC,3
183,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Loma Lookboonmee,Angela Hill,Women's Strawweight,Angela Hill,U-DEC,3
184,UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,Shana Dobson,Priscila Cachoeira,Women's Flyweight,Priscila Cachoeira,KO/TKOPunch,1
185,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Corey Anderson,Jan Blachowicz,Light Heavyweight,Jan Blachowicz,KO/TKOPunch,1
186,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Michel Pereira,Diego Sanchez,Welterweight,Diego Sanchez,DQ,3
187,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Mara Romero Borella,Montana De La Rosa,Women's Flyweight,Montana De La Rosa,U-DEC,3
188,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Kazula Vargas,Brok Weaver,Lightweight,Brok Weaver,DQ,1
189,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Rogerio Bontorin,Ray Borg,Flyweight,Ray Borg,U-DEC,3
190,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Yancy Medeiros,Lando Vannata,Lightweight,Lando Vannata,U-DEC,3
191,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Tim Means,Daniel Rodriguez,Welterweight,Daniel Rodriguez,SUBGuillotine Choke,2
192,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Nathaniel Wood,John Dodson,Bantamweight,John Dodson,KO/TKOPunch,3
193,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Jim Miller,Scott Holtzman,Lightweight,Scott Holtzman,U-DEC,3
194,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Dequan Townsend,Devin Clark,Light Heavyweight,Devin Clark,U-DEC,3
195,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Casey Kenney,Merab Dvalishvili,Bantamweight,Merab Dvalishvili,U-DEC,3
196,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Shanna Young,Macy Chiasson,Women's Bantamweight,Macy Chiasson,U-DEC,3
197,UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,Mark De La Rosa,Raulian Paiva,Flyweight,Raulian Paiva,KO/TKOPunch,2
198,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Dominick Reyes,Jon Jones,Light Heavyweight,Jon Jones,U-DEC,5
199,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Katlyn Chookagian,Valentina Shevchenko,Women's Flyweight,Valentina Shevchenko,KO/TKOPunches,3
200,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Juan Adams,Justin Tafa,Heavyweight,Justin Tafa,KO/TKOPunch,1
201,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Dan Ige,Mirsad Bektic,Featherweight,Dan Ige,S-DEC,3
202,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Derrick Lewis,Ilir Latifi,Heavyweight,Derrick Lewis,U-DEC,3
203,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Trevin Giles,James Krause,Middleweight,Trevin Giles,S-DEC,3
204,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Lauren Murphy,Andrea Lee,Women's Flyweight,Lauren Murphy,S-DEC,3
205,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Khaos Williams,Alex Morono,Welterweight,Khaos Williams,KO/TKOPunch,1
206,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Mario Bautista,Miles Johns,Bantamweight,Mario Bautista,KO/TKOFlying Knee,2
207,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Domingo Pilarte,Journey Newson,Bantamweight,Domingo Pilarte,OverturnedPunch,1
208,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Andre Ewell,Jonathan Martinez,Bantamweight,Andre Ewell,S-DEC,3
209,UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,Youssef Zalal,Austin Lingo,Featherweight,Youssef Zalal,U-DEC,3
210,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Curtis Blaydes,Junior Dos Santos,Heavyweight,Curtis Blaydes,KO/TKOPunches,2
211,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Michael Chiesa,Rafael Dos Anjos,Welterweight,Michael Chiesa,U-DEC,3
212,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Alex Perez,Jordan Espinosa,Flyweight,Alex Perez,SUBArm Triangle,1
213,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Angela Hill,Hannah Cifers,Women's Strawweight,Angela Hill,KO/TKOElbows,2
214,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Jamahal Hill,Darko Stosic,Light Heavyweight,Jamahal Hill,U-DEC,3
215,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Bevon Lewis,Dequan Townsend,Middleweight,Bevon Lewis,U-DEC,3
216,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Arnold Allen,Nik Lentz,Featherweight,Arnold Allen,U-DEC,3
217,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Justine Kish,Lucie Pudilova,Women's Flyweight,Justine Kish,U-DEC,3
218,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Montel Jackson,Felipe Colares,Bantamweight,Montel Jackson,U-DEC,3
219,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Sara McMann,Lina Lansberg,Women's Bantamweight,Sara McMann,U-DEC,3
220,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Brett Johns,Tony Gravely,Bantamweight,Brett Johns,SUBRear Naked Choke,3
221,UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,Herbert Burns,Nate Landwehr,Featherweight,Herbert Burns,KO/TKOKnee,1
222,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Conor McGregor,Donald Cerrone,Welterweight,Conor McGregor,KO/TKOPunches,1
223,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Holly Holm,Raquel Pennington,Women's Bantamweight,Holly Holm,U-DEC,3
224,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Aleksei Oleinik,Maurice Greene,Heavyweight,Aleksei Oleinik,SUBArmbar,2
225,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Ode Osbourne,Brian Kelleher,Bantamweight,Brian Kelleher,SUBGuillotine Choke,1
226,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Anthony Pettis,Diego Ferreira,Lightweight,Diego Ferreira,SUBRear Naked Choke,2
227,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Maycee Barber,Roxanne Modafferi,Women's Flyweight,Roxanne Modafferi,U-DEC,3
228,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Andre Fili,Sodiq Yusuff,Featherweight,Sodiq Yusuff,U-DEC,3
229,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Tim Elliott,Askar Askarov,Flyweight,Askar Askarov,U-DEC,3
230,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Nasrat Haqparast,Drew Dober,Lightweight,Drew Dober,KO/TKOPunch,1
231,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,Justin Ledet,Aleksa Camur,Light Heavyweight,Aleksa Camur,U-DEC,3
232,UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,JJ Aldrich,Sabina Mazo,Women's Flyweight,Sabina Mazo,S-DEC,3
233,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Frankie Edgar,Chan Sung Jung,Featherweight,Chan Sung Jung,KO/TKOPunches,1
234,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Aleksandar Rakic,Volkan Oezdemir,Light Heavyweight,Volkan Oezdemir,S-DEC,3
235,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Dooho Choi,Charles Jourdain,Featherweight,Charles Jourdain,KO/TKOPunches,2
236,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Mike Rodriguez,Da-Un Jung,Light Heavyweight,Da-Un Jung,KO/TKOPunch,1
237,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Marc-Andre Barriault,Junyong Park,Middleweight,Junyong Park,U-DEC,3
238,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Liu Pingyuan,Kyung Ho Kang,Bantamweight,Kyung Ho Kang,S-DEC,3
239,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Tanner Boser,Ciryl Gane,Heavyweight,Ciryl Gane,U-DEC,3
240,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Suman Mokhtarian,SeungWoo Choi,Featherweight,SeungWoo Choi,U-DEC,3
241,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Dong Hyun Ma,Omar Morales,Lightweight,Omar Morales,U-DEC,3
242,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Matt Schnell,Alexandre Pantoja,Flyweight,Alexandre Pantoja,KO/TKOPunch,1
243,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Said Nurmagomedov,Raoni Barcelos,Bantamweight,Raoni Barcelos,U-DEC,3
244,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Miranda Granger,Amanda Lemos,Women's Strawweight,Amanda Lemos,SUBRear Naked Choke,1
245,UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,Ryan Benoit,Heili Alateng,Bantamweight,Heili Alateng,S-DEC,3
246,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Colby Covington,Kamaru Usman,Welterweight,Kamaru Usman,KO/TKOPunch,5
247,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Max Holloway,Alexander Volkanovski,Featherweight,Alexander Volkanovski,U-DEC,5
248,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Germaine de Randamie,Amanda Nunes,Women's Bantamweight,Amanda Nunes,U-DEC,5
249,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Jose Aldo,Marlon Moraes,Bantamweight,Marlon Moraes,S-DEC,3
250,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Urijah Faber,Petr Yan,Bantamweight,Petr Yan,KO/TKOKick,3
251,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Geoff Neal,Mike Perry,Welterweight,Geoff Neal,KO/TKOPunches,1
252,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Irene Aldana,Ketlen Vieira,Women's Bantamweight,Irene Aldana,KO/TKOPunch,1
253,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Omari Akhmedov,Ian Heinisch,Middleweight,Omari Akhmedov,U-DEC,3
254,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Matt Brown,Ben Saunders,Welterweight,Matt Brown,KO/TKOPunches,2
255,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Chase Hooper,Daniel Teymur,Featherweight,Chase Hooper,KO/TKOElbows,1
256,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Brandon Moreno,Kai Kara-France,Flyweight,Brandon Moreno,U-DEC,3
257,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Jessica Eye,Viviane Araujo,Women's Flyweight,Jessica Eye,U-DEC,3
258,UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,Punahele Soriano,Oskar Piechota,Middleweight,Punahele Soriano,KO/TKOPunch,1
259,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Jairzinho Rozenstruik,Alistair Overeem,Heavyweight,Jairzinho Rozenstruik,KO/TKOPunch,5
260,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Marina Rodriguez,Cynthia Calvillo,Women's Strawweight,Marina Rodriguez,M-DEC,3
261,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Ben Rothwell,Stefan Struve,Heavyweight,Ben Rothwell,KO/TKOPunches,2
262,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Aspen Ladd,Yana Kunitskaya,Women's Bantamweight,Aspen Ladd,KO/TKOPunches,3
263,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Cody Stamann,Song Yadong,Bantamweight,Cody Stamann,M-DEC,3
264,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Rob Font,Ricky Simon,Bantamweight,Rob Font,U-DEC,3
265,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Tim Means,Thiago Alves,Welterweight,Tim Means,SUBGuillotine Choke,1
266,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Billy Quarantillo,Jacob Kilburn,Featherweight,Billy Quarantillo,SUBTriangle Choke,2
267,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Bryce Mitchell,Matt Sayles,Featherweight,Bryce Mitchell,SUBOther - Lock,1
268,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Joe Solecki,Matt Wiman,Lightweight,Joe Solecki,U-DEC,3
269,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Virna Jandiroba,Mallory Martin,Women's Strawweight,Virna Jandiroba,SUBRear Naked Choke,2
270,UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,Makhmud Muradov,Trevor Smith,Middleweight,Makhmud Muradov,KO/TKOPunch,3
271,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Jan Blachowicz,Jacare Souza,Light Heavyweight,Jan Blachowicz,S-DEC,5
272,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Mauricio Rua,Paul Craig,Light Heavyweight,Mauricio Rua,S-DEC,3
273,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Charles Oliveira,Jared Gordon,Lightweight,Charles Oliveira,KO/TKOPunch,1
274,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Andre Muniz,Antonio Arroyo,Middleweight,Andre Muniz,U-DEC,3
275,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Markus Perez,Wellington Turman,Middleweight,Wellington Turman,U-DEC,3
276,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Sergio Moraes,James Krause,Welterweight,James Krause,KO/TKOPunch,3
277,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Eduardo Garagorri,Ricardo Ramos,Featherweight,Ricardo Ramos,SUBRear Naked Choke,1
278,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Bobby Green,Francisco Trinaldo,Lightweight,Francisco Trinaldo,U-DEC,3
279,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Warlley Alves,Randy Brown,Welterweight,Randy Brown,SUBTriangle Choke,2
280,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Renan Barao,Douglas Silva de Andrade,Featherweight,Douglas Silva de Andrade,U-DEC,3
281,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Isabela de Padua,Ariane Lipski,Women's Flyweight,Ariane Lipski,U-DEC,3
282,UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,Vanessa Melo,Tracy Cortez,Women's Bantamweight,Tracy Cortez,U-DEC,3
283,UFC Fight Night: Zabit vs. Kattar,http://ufcstats.com/event-details/8d5daf67983b65ba,Calvin Kattar,Zabit Magomedsharipov,Featherweight,Zabit Magomedsharipov,U-DEC,3
