,first_name,last_name,nick_name,height,weight,reach,stance,wins,losses,draws,fighter_url
194,Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,14,15,0,http://ufcstats.com/fighter-details/1652f3213655b935
195,Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,http://ufcstats.com/fighter-details/f12f979b657ab876
196,Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,http://ufcstats.com/fighter-details/a220be6d41d6f97d
197,Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,http://ufcstats.com/fighter-details/c32eab6c2119e989
198,Peter,Barrett,Slippery Pete,"5' 9""",145 lbs.,--,,8,2,0,http://ufcstats.com/fighter-details/d21113c9ff3788ae
199,Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
200,David,Barrios,,"5' 6""",145 lbs.,--,,4,5,0,http://ufcstats.com/fighter-details/e6015889f50075d2
201,Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,18,8,0,http://ufcstats.com/fighter-details/8fd1f27e86661ede
202,Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,http://ufcstats.com/fighter-details/d26394fc0e8e880a
203,Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,http://ufcstats.com/fighter-details/b69f24c500d783e7
204,Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,http://ufcstats.com/fighter-details/658c3465581ae46b
205,Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",,17,4,1,http://ufcstats.com/fighter-details/be0b310a12eb80b4
206,Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,,10,1,0,http://ufcstats.com/fighter-details/1cecc8fe6748a532
207,Sean,Bassett,,--,155 lbs.,--,,0,4,0,http://ufcstats.com/fighter-details/2c733e059462c1dc
208,Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/29508aff4d93cbbe
209,Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,"67.0""",Orthodox,15,10,0,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
210,Michel,Batista,El Panda,"6' 3""",260 lbs.,--,,4,2,0,http://ufcstats.com/fighter-details/34218661c44ed55d
211,Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,7,1,0,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
212,Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,3,0,http://ufcstats.com/fighter-details/55f446032177b119
213,Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,13,11,0,http://ufcstats.com/fighter-details/74f13066b1417ef3
214,Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/4fd76e7ba8313457
215,Ariel,Beck,Sunshine,"5' 6""",125 lbs.,"66.0""",,4,5,0,http://ufcstats.com/fighter-details/b96939f2b8d88e82
216,Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,http://ufcstats.com/fighter-details/93bf96be327fcd98
217,Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,http://ufcstats.com/fighter-details/ce05955c26c3c090
218,Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,19,13,1,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
219,Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,19,8,1,http://ufcstats.com/fighter-details/b16a7e6a627e9789
220,Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,15,2,0,http://ufcstats.com/fighter-details/babc6b5745335f18
221,Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,2,0,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
222,Diana,Belbita,The Warrior Princess,"5' 7""",135 lbs.,--,,11,4,0,http://ufcstats.com/fighter-details/d7e40dca3ae125be
223,Alan,Belcher,The Talent,"6' 2""",185 lbs.,"73.0""",Orthodox,17,7,0,http://ufcstats.com/fighter-details/4130a743d9d22163
224,Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,http://ufcstats.com/fighter-details/0ee783aa00e468f0
225,Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,4,0,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
226,Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,15,9,0,http://ufcstats.com/fighter-details/46baf0f57edfa4df
227,Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,7,0,http://ufcstats.com/fighter-details/ec71a892fada28c7
228,Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,5,0,http://ufcstats.com/fighter-details/80eacd4da0617c57
229,Mike,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,http://ufcstats.com/fighter-details/a71feb7ea7592a71
230,Dave,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
231,Karla,Benitez,,"5' 3""",113 lbs.,--,,6,2,1,http://ufcstats.com/fighter-details/6104730621ff318d
232,Gabriel,Benitez,Moggly,"5' 8""",145 lbs.,"71.0""",Southpaw,21,8,0,http://ufcstats.com/fighter-details/436f970c9ea9169c
233,Charles,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,25,23,2,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
234,Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,12,13,0,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
235,DeAnna,Bennett,Vitamin D,"5' 4""",125 lbs.,"68.0""",,8,3,1,http://ufcstats.com/fighter-details/404ecb2700844072
236,Lance,Benoist,,"5' 11""",170 lbs.,"73.0""",Southpaw,7,2,0,http://ufcstats.com/fighter-details/5431dccc09118234
237,Joe,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
238,Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,5,0,http://ufcstats.com/fighter-details/20999e27ddd94bda
239,Pat,Benson,,"5' 9""",155 lbs.,--,,3,6,2,http://ufcstats.com/fighter-details/a25f3dc0df974597
240,Len,Bentley,,"5' 9""",155 lbs.,--,,9,4,0,http://ufcstats.com/fighter-details/592d23aed850e652
241,Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,22,2,http://ufcstats.com/fighter-details/21b1132949f2a9b0
242,Kenneth,Bergh,,"6' 2""",205 lbs.,"76.0""",Orthodox,6,1,0,http://ufcstats.com/fighter-details/aa8189053b3a8994
243,Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
244,Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,"73.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/e3779ef06e98f185
245,Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,18,9,0,http://ufcstats.com/fighter-details/6f242453c91a5af0
246,Manny,Bermudez,The Bermudez Triangle,"5' 10""",135 lbs.,"71.0""",Orthodox,14,1,0,http://ufcstats.com/fighter-details/2dc1bc1a02961656
247,Talita,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
248,Dave,Berry,,--,--,--,,0,1,0,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
249,Keith,Berry,,"6' 1""",185 lbs.,--,,10,9,1,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
250,Dieusel,Berto,,"5' 9""",200 lbs.,--,,0,3,0,http://ufcstats.com/fighter-details/0db70ca89e1c7374
251,Edson,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,16,9,1,http://ufcstats.com/fighter-details/66766984842c13dc
252,Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
253,Anton,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
254,Scott,Bessac,,"6' 4""",245 lbs.,--,,4,6,0,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
255,Matt,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
256,Fernando,Bettega,,--,170 lbs.,--,,7,5,0,http://ufcstats.com/fighter-details/a524710c3ef918fa
257,Arjan,Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0,http://ufcstats.com/fighter-details/7e511f8d842a109d
258,Magomed,Bibulatov,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
259,David,Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,16,9,0,http://ufcstats.com/fighter-details/1efa064872f089d0
260,Jeremiah,Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
261,Scott,Bills,,"5' 10""",170 lbs.,--,,8,9,1,http://ufcstats.com/fighter-details/53f02bbc41d99432
262,Anthony,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,13,3,0,http://ufcstats.com/fighter-details/c5a126ace82a6025
263,Chris,Birchler,The Big Buck,"6' 3""",205 lbs.,"79.0""",Switch,7,3,0,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
264,Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,31,9,0,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
265,Amaury,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/7a359ef685a304a7
266,Jan,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,24,8,0,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
267,Jason,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
268,Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1,http://ufcstats.com/fighter-details/7e69a4b0961aa555
269,Jason,Blackford,,--,--,--,,2,3,0,http://ufcstats.com/fighter-details/619d807fa54ae8f7
270,Tom,Blackledge,,--,205 lbs.,--,,10,7,0,http://ufcstats.com/fighter-details/2adb11835acd815b
271,Maximo,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
272,David,Blanco,,"5' 7""",145 lbs.,--,,2,0,0,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
273,Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,11,2,0,http://ufcstats.com/fighter-details/fa6796c55d6c5440
274,Arlene,Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0,http://ufcstats.com/fighter-details/35d6337320a4ae48
275,Byron,Bloodworth,,"5' 8""",135 lbs.,"69.0""",Orthodox,6,3,0,http://ufcstats.com/fighter-details/ecdf14f4f8643d39
276,Dashawn,Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3,1,0,http://ufcstats.com/fighter-details/046a85108610c0d2
277,Dan,Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0,http://ufcstats.com/fighter-details/f348d05403fad037
278,Mark,Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
279,Kyle,Bochniak,Crash,"5' 7""",145 lbs.,"70.0""",Orthodox,8,4,0,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
280,James,Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
281,Jeremy,Boczulak,,--,--,--,,0,2,0,http://ufcstats.com/fighter-details/1afd74f8cb0719f3
282,Tim,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0,http://ufcstats.com/fighter-details/c80095f6092271a7
283,Galore,Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0,http://ufcstats.com/fighter-details/8a56ea383fd26e52
284,Jay,Bogan,,--,145 lbs.,--,,6,6,0,http://ufcstats.com/fighter-details/53c21779d84ceb75
285,Derek,Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0,http://ufcstats.com/fighter-details/70a1c7626b5e0599
286,Jerry,Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0,http://ufcstats.com/fighter-details/93892752c5fc23ca
287,Kotetsu,Boku,,"5' 9""",154 lbs.,--,Orthodox,18,7,2,http://ufcstats.com/fighter-details/d227958e8a0c1466
288,Kyle,Bolt,,"6' 2""",185 lbs.,--,,8,4,0,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35
289,Luc,Bondole,,"6' 2""",205 lbs.,--,,5,2,2,http://ufcstats.com/fighter-details/8691881b31c16b88
290,Tony,Bonello,The Gun,"6' 2""",185 lbs.,--,,16,2,1,http://ufcstats.com/fighter-details/702a72aa7a266d86
291,Jesse,Bongfeldt,Water,"6' 0""",185 lbs.,--,Orthodox,15,5,1,http://ufcstats.com/fighter-details/934de214814b8ff4
292,Marcos,Bonilla,Murder Marx,"5' 10""",145 lbs.,--,,4,4,0,http://ufcstats.com/fighter-details/d311fbefff44a39b
293,Stephan,Bonnar,The American Psycho,"6' 4""",205 lbs.,"78.0""",Orthodox,17,8,0,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
294,Rogerio,Bontorin,,"5' 5""",125 lbs.,"67.0""",Orthodox,16,1,0,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
295,Ray,Borg,The Tazmexican Devil,"5' 4""",135 lbs.,"63.0""",Orthodox,12,4,0,http://ufcstats.com/fighter-details/a4de54ea806fb525
296,Igor,Borisov,,"6' 0""",235 lbs.,--,Orthodox,1,1,0,http://ufcstats.com/fighter-details/0313bf497de9c470
297,Tanner,Boser,The Bulldozer,"6' 2""",255 lbs.,"75.0""",Orthodox,16,5,1,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
298,Steve,Bosse,The Boss,"5' 11""",205 lbs.,"72.0""",Orthodox,12,2,0,http://ufcstats.com/fighter-details/e023fa2e648ea0f1
299,Marcus,Bossett,The Grasshopper,"6' 1""",215 lbs.,--,Orthodox,1,3,0,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6
300,Chris,Bostick,,--,--,--,,6,3,0,http://ufcstats.com/fighter-details/239224bedeb2c7a4
301,Poliana,Botelho,,"5' 8""",115 lbs.,"67.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/5c126c6aac3ef364
302,Francois,Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/545d549d6bf87187
303,Gregory,Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,5,4,0,http://ufcstats.com/fighter-details/59851163aaf1aed8
304,Roy,Boughton,Black Dynamite,"6' 0""",205 lbs.,--,,14,8,0,http://ufcstats.com/fighter-details/2aaf0181432adf0b
305,Rich,Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0,http://ufcstats.com/fighter-details/611b9c068c9e2c44
306,Mike,Bourke,The Rhino,"6' 0""",275 lbs.,--,Orthodox,10,16,1,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23
307,Jess,Bouscal,,--,155 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/38b1417ec17072da
308,Tai,Bowden,,"5' 11""",230 lbs.,--,,1,1,0,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86
309,Melton,Bowen,The Punisher,"6' 0""",225 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/81ca2c245b19b3c5
310,Brian,Bowles,,"5' 7""",135 lbs.,"70.0""",Orthodox,10,3,0,http://ufcstats.com/fighter-details/b26d3e3746fb4024
311,Roger,Bowling,Relentless,"5' 9""",155 lbs.,"68.0""",Orthodox,11,5,0,http://ufcstats.com/fighter-details/3b9f723e2720a238
312,Blake,Bowman,,"6' 2""",170 lbs.,--,,2,4,0,http://ufcstats.com/fighter-details/a95a0504fd73bd3e
313,Ashe,Bowman,The Archer,"5' 9""",155 lbs.,--,,9,10,0,http://ufcstats.com/fighter-details/8a0a35e7c74bebcc
314,Colley,Bradford,,"5' 7""",145 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/1433786ac76cf777
315,Kyle,Bradley,,"5' 9""",155 lbs.,"71.0""",Orthodox,15,8,0,http://ufcstats.com/fighter-details/a6959da32f0e6b5d
316,Paul,Bradley,The Gentleman,"5' 9""",170 lbs.,--,Orthodox,18,3,0,http://ufcstats.com/fighter-details/c7011de4765d2497
317,Sean,Brady,,"5' 9""",170 lbs.,--,,9,0,0,http://ufcstats.com/fighter-details/45f7cb591c3ab00b
318,Ebenezer Fontes,Braga,Pitbull,"6' 0""",199 lbs.,--,Orthodox,13,7,2,http://ufcstats.com/fighter-details/dc950d59dc590aca
319,Ramiz,Brahimaj,,"5' 10""",170 lbs.,"73.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/3d074044a33825e7
320,Joe,Brammer,The South Side Strangler,"5' 8""",155 lbs.,--,Orthodox,7,3,1,http://ufcstats.com/fighter-details/013da757877044a2
321,David,Branch,,"6' 1""",185 lbs.,"78.0""",Orthodox,22,6,0,http://ufcstats.com/fighter-details/d2c55d1d2e67773b
322,Diego,Brandao,DB,"5' 7""",145 lbs.,"68.0""",Orthodox,24,11,0,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
323,Michael,Bravo,,--,155 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/dc63542668295c23
324,Martin,Bravo,El Toro,"5' 8""",145 lbs.,"71.0""",Southpaw,12,2,0,http://ufcstats.com/fighter-details/9c44f290f5726d95
325,Tom,Breese,,"6' 3""",185 lbs.,"73.0""",Southpaw,11,1,0,http://ufcstats.com/fighter-details/1588b787bda7b540
326,Chris,Brennan,The Westside Strangler,"5' 8""",170 lbs.,--,Orthodox,19,13,1,http://ufcstats.com/fighter-details/b19fc66613dc75b9
327,Charlie,Brenneman,The Spaniard,"5' 10""",155 lbs.,"72.0""",Orthodox,19,8,0,http://ufcstats.com/fighter-details/98f6da59d765ec94
328,Robert,Breslin,The Bullet,"5' 11""",155 lbs.,--,,3,9,0,http://ufcstats.com/fighter-details/e319d6697d41f3cf
329,Mack,Brewer,,--,205 lbs.,--,,0,1,0,http://ufcstats.com/fighter-details/106a925d947a0de9
330,Marcos,Brigagao,Ironside,"6' 3""",205 lbs.,"76.0""",Southpaw,11,1,0,http://ufcstats.com/fighter-details/11547e29f253fb89
331,Jason,Brilz,Hitman,"5' 11""",205 lbs.,"71.0""",Orthodox,18,5,1,http://ufcstats.com/fighter-details/497ba5b12a4bfc47
332,Marcus,Brimage,The Bama Beast,"5' 4""",135 lbs.,"71.0""",Southpaw,7,5,0,http://ufcstats.com/fighter-details/81801f57bd0a7c41
333,Aaron,Brink,,"6' 3""",205 lbs.,--,Orthodox,25,21,0,http://ufcstats.com/fighter-details/cf1a88371c8cb690
334,Henry,Briones,Bure,"5' 8""",135 lbs.,"69.0""",,19,8,1,http://ufcstats.com/fighter-details/01fcef7e3d051722
335,Marcelo,Brito,Jungle Boy,"6' 1""",170 lbs.,--,Orthodox,8,5,0,http://ufcstats.com/fighter-details/3a97fda0de6f1fa4
336,Antwain,Britt,The Juggernaut,"6' 1""",205 lbs.,"77.0""",,11,5,0,http://ufcstats.com/fighter-details/2833f50b20e96e52
337,Drew,Brokenshire,,--,--,--,,4,2,0,http://ufcstats.com/fighter-details/aa571d75f80fde7d
338,Mike,Bronzoulis,The Greek,"6' 0""",155 lbs.,--,,13,3,1,http://ufcstats.com/fighter-details/df3c39573d01f55b
339,Jonathan,Brookins,,"6' 0""",145 lbs.,"73.0""",Southpaw,14,6,0,http://ufcstats.com/fighter-details/b0a6124751a56bc4
340,Will,Brooks,Ill,"5' 10""",155 lbs.,"72.0""",Orthodox,18,4,0,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
341,CM,Punk,CM Punk,"6' 1""",170 lbs.,"73.0""",Orthodox,0,2,0,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
342,Jarred,Brooks,The Monkey God,"5' 3""",125 lbs.,"62.0""",Switch,14,2,0,http://ufcstats.com/fighter-details/81d9df19e255b8b6
343,Rob,Broughton,The Bear,"6' 2""",265 lbs.,"74.0""",,15,7,1,http://ufcstats.com/fighter-details/a7d687e6ecb30981
344,Lee,Brousseau,Manimal,"6' 1""",205 lbs.,--,,5,3,0,http://ufcstats.com/fighter-details/0974d8d4053a7237
345,Matt,Brown,The Immortal,"6' 0""",170 lbs.,"75.0""",Orthodox,23,16,0,http://ufcstats.com/fighter-details/31123249b0bbf52e
346,Mike,Brown,,"5' 6""",145 lbs.,"70.0""",Orthodox,26,9,0,http://ufcstats.com/fighter-details/e0b74df14f52cd15
347,Dominic,Brown,,"5' 11""",190 lbs.,--,,14,21,0,http://ufcstats.com/fighter-details/52b3ec072ad497a4
348,Todd,Brown,Bulldog,"5' 11""",205 lbs.,--,Orthodox,15,4,0,http://ufcstats.com/fighter-details/9b68bf67c5695185
349,Terrell,Brown,,--,185 lbs.,--,,3,1,0,http://ufcstats.com/fighter-details/85df85a4e276c90e
350,Chris,Brown,,--,170 lbs.,--,,6,4,0,http://ufcstats.com/fighter-details/9e2624ac992660c6
351,Frederick,Brown,,"6' 0""",235 lbs.,--,,3,2,0,http://ufcstats.com/fighter-details/880c6b788266a3ef
352,Randy,Brown,Rudeboy,"6' 3""",170 lbs.,"78.0""",Orthodox,11,3,0,http://ufcstats.com/fighter-details/c6aee362c7a7d482
353,Damien,Brown,Beatdown,"5' 10""",155 lbs.,"68.0""",Orthodox,17,12,0,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
354,TJ,Brown,Downtown,"5' 9""",145 lbs.,--,,10,6,0,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
355,Humberto,Brown,El Gato Negro,"5' 10""",145 lbs.,"71.0""",,4,5,0,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b
356,Travis,Browne,Hapa,"6' 6""",255 lbs.,"79.0""",Orthodox,18,7,1,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
357,Junie,Browning,,"5' 9""",155 lbs.,--,Orthodox,4,5,0,http://ufcstats.com/fighter-details/d74cba8566291bfa
358,Jules,Bruchez,,"6' 0""",205 lbs.,--,Southpaw,1,2,0,http://ufcstats.com/fighter-details/d1dcd4e96464a53d
359,Justin,Bruckmann,Loaf,"5' 9""",170 lbs.,--,Orthodox,7,3,0,http://ufcstats.com/fighter-details/5f8e00c27b7e7410
360,Steve,Bruno,Hollywood,"5' 10""",170 lbs.,--,Orthodox,14,5,0,http://ufcstats.com/fighter-details/2f3f12002564bb55
361,Fernando,Bruno,Acougueiro,"5' 6""",145 lbs.,"70.0""",,16,4,0,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
362,Derek,Brunson,,"6' 1""",185 lbs.,"77.0""",Southpaw,20,7,0,http://ufcstats.com/fighter-details/b1a3e0aca758b322
363,Josh,Bryant,The Beast,"5' 10""",185 lbs.,--,Orthodox,12,1,0,http://ufcstats.com/fighter-details/01f022fa494188e2
364,Dennis,Bryant,The Beard,"6' 0""",205 lbs.,"72.0""",Orthodox,5,1,0,http://ufcstats.com/fighter-details/3b17353b8002c7d0
365,Justin,Buchholz,,"6' 0""",155 lbs.,"73.0""",Orthodox,12,6,0,http://ufcstats.com/fighter-details/231926533134ec1f
366,Zak,Bucia,,"5' 10""",170 lbs.,--,,7,4,0,http://ufcstats.com/fighter-details/6bbb8dc6e128779e
367,Courtney,Buck,,"5' 10""",135 lbs.,--,Orthodox,10,5,0,http://ufcstats.com/fighter-details/3feed7d02711d8b7
368,Julia,Budd,,"5' 7""",145 lbs.,"67.0""",,3,1,0,http://ufcstats.com/fighter-details/dcdc4503b9d49977
369,Mike,Budnik,,"5' 9""",145 lbs.,"68.0""",Orthodox,11,4,0,http://ufcstats.com/fighter-details/b98209144b63ae26
370,Francisco,Bueno,,"5' 9""",225 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/a72d260b436924c4
371,Mayra,Bueno Silva,Sheetara,"5' 6""",135 lbs.,--,Orthodox,6,0,0,http://ufcstats.com/fighter-details/cc8c623cca88f54f
372,Paul,Buentello,The Headhunter,"6' 2""",245 lbs.,"77.0""",Orthodox,29,14,0,http://ufcstats.com/fighter-details/f0abbb6f3444dae7
373,Lee Kwan,Bum,,"6' 2""",286 lbs.,--,Orthodox,0,1,0,http://ufcstats.com/fighter-details/c0342805a1948cbb
374,Josh,Bumgarner,,"6' 1""",170 lbs.,--,,6,3,0,http://ufcstats.com/fighter-details/9900ab86a4c458bd
375,Shawn,Bunch,Bunch the Great,"5' 5""",135 lbs.,--,,7,3,0,http://ufcstats.com/fighter-details/6e9af164ab91a229
376,Wuliji,Buren,Beast Master,"5' 9""",135 lbs.,"69.0""",Orthodox,10,7,0,http://ufcstats.com/fighter-details/2296125b6c362355
377,Shane,Burgos,Hurricane,"5' 11""",145 lbs.,"75.0""",Orthodox,12,1,0,http://ufcstats.com/fighter-details/98d961097baaf308
378,Joshua,Burkman,The People's Warrior,"5' 10""",170 lbs.,"72.0""",Orthodox,29,17,0,http://ufcstats.com/fighter-details/6da99156486ed6c2
379,Mads,Burnell,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
380,Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5,2,0,http://ufcstats.com/fighter-details/4c805f5f58a75df0
381,Kevin,Burns,The Fire,"5' 10""",170 lbs.,"74.0""",Orthodox,9,5,0,http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b
382,Gilbert,Burns,Durinho,"5' 10""",155 lbs.,"71.0""",Orthodox,16,3,0,http://ufcstats.com/fighter-details/23024fdfc966410a
383,Josh,Burns,The Hammer,"6' 1""",244 lbs.,--,,8,10,0,http://ufcstats.com/fighter-details/1e092415a7eeaf65
384,Herbert,Burns,The Blaze,"5' 9""",145 lbs.,"74.0""",Orthodox,8,2,0,http://ufcstats.com/fighter-details/4f140403000158b5
385,Derrick,Burnsed,,--,155 lbs.,--,,8,2,3,http://ufcstats.com/fighter-details/2213330f082f82d5
386,Nah-Shon,Burrell,The Rock n Rolla,"5' 11""",170 lbs.,"73.0""",Orthodox,9,3,0,http://ufcstats.com/fighter-details/2c64c035485906aa
387,Martin,Buschkamp,Barracuda,"5' 9""",145 lbs.,"70.0""",Orthodox,9,0,0,http://ufcstats.com/fighter-details/8fc30d8cebb17116
388,George,Bush,,"6' 1""",205 lbs.,--,,5,2,0,http://ufcstats.com/fighter-details/f0c779dc2ca3816c
389,Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",185 lbs.,"73.0""",Orthodox,8,3,0,http://ufcstats.com/fighter-details/132505067f08c54d
